Game,Game Played,Date,Age,Year,Age(Y),Team,Home Away,Opp,WL,Started,Minutes,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,PM
32,27,1/2/2008,23-003,2008,23,CLE,Home,ATL,W (+4),1,40:05:00,13,22,0.591,1,3,0.333,9,11,0.818,1,4,5,6,2,1,2,1,36,31.4,7
33,28,1/4/2008,23-005,2008,23,CLE,Home,SAC,W (+4),1,45:21:00,7,18,0.389,1,6,0.167,9,12,0.75,1,7,8,10,5,1,3,1,24,25.1,7
34,29,1/6/2008,23-007,2008,23,CLE,Away,TOR,W (+3),1,45:44:00,14,29,0.483,4,8,0.5,7,12,0.583,3,8,11,8,0,0,1,1,39,31,-1
35,30,1/8/2008,23-009,2008,23,CLE,Home,SEA,W (+16),1,35:10:00,8,18,0.444,0,3,0,6,6,1,2,6,8,3,2,0,4,2,22,15.1,13
36,31,1/9/2008,23-010,2008,23,CLE,Away,ATL,L (-9),1,43:23:00,13,22,0.591,0,4,0,5,9,0.556,3,7,10,6,3,1,3,3,31,27.1,-7
37,32,1/11/2008,23-012,2008,23,CLE,Home,CHA,W (+7),1,49:36:00,10,20,0.5,2,7,0.286,9,15,0.6,5,14,19,8,4,3,8,3,31,28.8,-2
38,33,1/15/2008,23-016,2008,23,CLE,Away,MEM,W (+8),1,47:10:00,18,28,0.643,6,12,0.5,9,16,0.563,3,5,8,9,3,1,4,1,51,45,10
39,34,1/17/2008,23-018,2008,23,CLE,Away,SAS,W (+2),1,38:54:00,9,24,0.375,1,5,0.2,8,12,0.667,3,6,9,7,0,2,3,1,27,19,-11
40,35,1/21/2008,23-022,2008,23,CLE,Away,MIA,W (+7),1,39:40:00,11,26,0.423,1,4,0.25,5,5,1,1,2,3,5,4,1,5,4,28,17.1,12
41,36,1/23/2008,23-024,2008,23,CLE,Home,WAS,W (+36),1,31:08:00,7,13,0.538,1,3,0.333,8,9,0.889,2,6,8,8,2,1,0,2,23,27,31
42,37,1/25/2008,23-026,2008,23,CLE,Home,PHO,L (-2),1,39:26:00,14,30,0.467,0,1,0,8,10,0.8,2,5,7,5,2,0,1,3,36,26,-12
43,38,1/27/2008,23-028,2008,23,CLE,Away,LAL,W (+3),1,44:08:00,16,32,0.5,1,5,0.2,8,12,0.667,3,6,9,4,2,0,5,4,41,25.5,-3
44,39,1/30/2008,23-031,2008,23,CLE,Away,POR,W (+1),1,43:53:00,13,29,0.448,3,6,0.5,8,12,0.667,2,12,14,4,2,2,4,3,37,26.3,3
45,,1/31/2008,23-032,2008,23,CLE,Away,SEA,L (-6),,,,,,,,,,,,,,,,,,,,,,
46,40,2/2/2008,23-034,2008,23,CLE,Home,LAC,W (+14),1,43:48:00,8,19,0.421,1,4,0.25,11,16,0.688,0,11,11,7,2,1,3,2,28,23,15
47,41,2/5/2008,23-037,2008,23,CLE,Home,BOS,W (+1),1,42:24:00,11,21,0.524,4,8,0.5,7,10,0.7,1,8,9,12,5,2,7,5,33,30.4,12
48,42,2/7/2008,23-039,2008,23,CLE,Away,HOU,L (-15),1,41:13:00,12,23,0.522,2,5,0.4,6,11,0.545,1,6,7,6,2,2,3,0,32,25.8,-11
49,43,2/8/2008,23-040,2008,23,CLE,Away,ATL,W (+5),1,44:00:00,11,24,0.458,0,3,0,4,4,1,4,7,11,7,2,1,1,2,26,24.3,5
50,44,2/10/2008,23-042,2008,23,CLE,Home,DEN,L (-30),1,32:36:00,11,23,0.478,2,5,0.4,6,6,1,1,4,5,3,2,0,5,1,30,18.9,-25
51,45,2/11/2008,23-043,2008,23,CLE,Away,ORL,W (+7),1,43:51:00,8,15,0.533,1,2,0.5,12,15,0.8,1,6,7,10,3,1,5,3,29,27.5,10
52,46,2/13/2008,23-045,2008,23,CLE,Home,SAS,L (-7),1,42:44:00,17,31,0.548,1,5,0.2,4,7,0.571,2,4,6,9,0,1,3,4,39,27.9,-4
53,47,2/19/2008,23-051,2008,23,CLE,Home,HOU,L (-8),1,42:08:00,7,18,0.389,4,7,0.571,8,11,0.727,2,11,13,11,2,0,5,2,26,23.6,-8
54,48,2/20/2008,23-052,2008,23,CLE,Away,IND,W (+9),1,43:14:00,11,22,0.5,1,5,0.2,8,12,0.667,2,12,14,12,2,1,4,1,31,30.1,14
55,49,2/22/2008,23-054,2008,23,CLE,Home,WAS,W (+1),1,44:32:00,11,20,0.55,2,6,0.333,9,14,0.643,3,12,15,8,1,1,3,1,33,31,2
56,50,2/24/2008,23-056,2008,23,CLE,Home,MEM,W (+20),1,39:02:00,10,17,0.588,1,4,0.25,4,5,0.8,1,6,7,11,3,1,6,2,25,23.8,19
57,51,2/26/2008,23-058,2008,23,CLE,Away,MIL,L (-3),1,37:50:00,16,24,0.667,1,3,0.333,2,5,0.4,0,4,4,6,0,1,2,3,35,26.3,-2
